,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,19:41,149,"1,387",524,4,28,37.5,131,6,356,208,3,17,558,1,92%,3,2,87.7%,277,33,1,6,6,0,81%,30/37,Eels vs Roosters,Eels,2013
1,57%,26:06,142,"1,518",532,5,33,43.4,299,4,316,167,7,15,402,0,100%,4,2,89%,283,28,1,7,10,1,74%,26/35,Eels vs Roosters,Roosters,2013
