,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
25,56:40,Interchange #6,,Sharks,                   Aaron Woods,                   Paul Gallen,,Sharks vs Warriors,2019
26,55:59,Try,Ronaldo Mulitalo,Sharks,,,34-10,Sharks vs Warriors,2019
27,53:06,Interchange #5,,Sharks,                   Matt Prior,                   Andrew Fifita,,Sharks vs Warriors,2019
28,53:04,Error,Isaiah Papali'i,Warriors,,,,Sharks vs Warriors,2019
29,51:34,Penalty - 2nd Effort,Andrew Fifita,Sharks,,,,Sharks vs Warriors,2019
30,51:26,Error,Andrew Fifita,Sharks,,,,Sharks vs Warriors,2019
31,51:21,Interchange #4,,Warriors,                   Leeson Ah Mau,                   Sam Lisone,,Sharks vs Warriors,2019
32,50:38,Penalty - Crowding,Peta Hiku,Warriors,,,,Sharks vs Warriors,2019
33,50:02,Conversion-Made,Shaun Johnson,Sharks,,,30-10,Sharks vs Warriors,2019
34,48:30,Try,Braden Hamlin-Uele,Sharks,,,28-10,Sharks vs Warriors,2019
35,48:28,Linebreak,Braden Hamlin-Uele,Sharks,,,,Sharks vs Warriors,2019
36,46:08,Kick Bomb,Chad Townsend,Sharks,,,,Sharks vs Warriors,2019
37,44:36,Error,Ken Maumalo,Warriors,,,,Sharks vs Warriors,2019
38,43:30,Error,Paul Gallen,Sharks,,,,Sharks vs Warriors,2019
39,42:22,Penalty - Slow Peel,Andrew Fifita,Sharks,,,,Sharks vs Warriors,2019
40,42:09,Line Dropout,Josh Dugan,Sharks,,,,Sharks vs Warriors,2019
41,39:54,Error,Blake Green,Warriors,,,,Sharks vs Warriors,2019
42,39:53,Kick Bomb,Blake Green,Warriors,,,,Sharks vs Warriors,2019
43,38:12,Error,Wade Graham,Sharks,,,,Sharks vs Warriors,2019
44,37:24,Conversion-Made,Shaun Johnson,Sharks,,,24-10,Sharks vs Warriors,2019
45,35:54,Try,Briton Nikora,Sharks,,,22-10,Sharks vs Warriors,2019
46,35:52,Linebreak,Briton Nikora,Sharks,,,,Sharks vs Warriors,2019
47,35:16,Line Dropout,Roger Tuivasa-Sheck,Warriors,,,,Sharks vs Warriors,2019
48,33:33,Interchange #4,,Sharks,                   Braden Hamlin-Uele,                   Jack Williams,,Sharks vs Warriors,2019
49,32:34,Interchange #3,,Warriors,                   Sam Lisone,                   Lachlan Burr,,Sharks vs Warriors,2019
50,32:20,Error,Andrew Fifita,Sharks,,,,Sharks vs Warriors,2019
51,30:22,Error,Roger Tuivasa-Sheck,Warriors,,,,Sharks vs Warriors,2019
52,28:21,Interchange #2,,Warriors,                   Kodi Nikorima,                   Issac Luke,,Sharks vs Warriors,2019
53,28:18,Conversion-Made,Issac Luke,Warriors,,,18-10,Sharks vs Warriors,2019
54,27:33,Video Referee,Try,Warriors,,,,Sharks vs Warriors,2019
55,27:31,Try,Isaiah Papali'i,Warriors,,,18-8,Sharks vs Warriors,2019
56,27:29,Linebreak,Isaiah Papali'i,Warriors,,,,Sharks vs Warriors,2019
57,26:59,Error,Josh Dugan,Sharks,,,,Sharks vs Warriors,2019
58,26:00,Interchange #1,,Warriors,                   Agnatius Paasi,                   Leeson Ah Mau,,Sharks vs Warriors,2019
59,25:36,Error,Bronson Xerri,Sharks,,,,Sharks vs Warriors,2019
60,24:51,Penalty - Holding Down,Jazz Tevaga,Warriors,,,,Sharks vs Warriors,2019
61,23:18,Penalty - Offside inside 10m,Chanel Harris-Tavita,Warriors,,,,Sharks vs Warriors,2019
62,22:54,Conversion-Made,Shaun Johnson,Sharks,,,18-4,Sharks vs Warriors,2019
63,22:18,Interchange #3,,Sharks,                   Jack Williams,                   Aaron Woods,,Sharks vs Warriors,2019
64,21:29,Video Referee,Try,Sharks,,,,Sharks vs Warriors,2019
65,21:22,Try,Josh Dugan,Sharks,,,16-4,Sharks vs Warriors,2019
66,21:22,Linebreak,Josh Dugan,Sharks,,,,Sharks vs Warriors,2019
67,20:51,Line Dropout,Issac Luke,Warriors,,,,Sharks vs Warriors,2019
68,20:22,Interchange #2,,Sharks,                   Andrew Fifita,                   Matt Prior,,Sharks vs Warriors,2019
69,18:57,Kick Bomb,Shaun Johnson,Sharks,,,,Sharks vs Warriors,2019
70,17:41,Conversion-Made,Shaun Johnson,Sharks,,,12-4,Sharks vs Warriors,2019
71,16:11,Try,Josh Morris,Sharks,,,10-4,Sharks vs Warriors,2019
72,16:04,Linebreak,Ronaldo Mulitalo,Sharks,,,,Sharks vs Warriors,2019
73,13:47,Line Dropout,Josh Dugan,Sharks,,,,Sharks vs Warriors,2019
74,10:27,Interchange #1,,Sharks,                   Kurt Capewell,                   Sosaia Feki,,Sharks vs Warriors,2019
75,10:22,Conversion-Missed,Patrick Herbert,Warriors,,,,Sharks vs Warriors,2019
76,08:51,Try,Patrick Herbert,Warriors,,,6-4,Sharks vs Warriors,2019
77,08:45,Kick Bomb,Blake Green,Warriors,,,,Sharks vs Warriors,2019
78,07:15,Error,Sosaia Feki,Sharks,,,,Sharks vs Warriors,2019
79,05:55,Penalty - Offside inside 10m,Isaiah Papali'i,Warriors,,,,Sharks vs Warriors,2019
80,03:29,Conversion-Made,Shaun Johnson,Sharks,,,6-0,Sharks vs Warriors,2019
81,01:57,Try,Bronson Xerri,Sharks,,,4-0,Sharks vs Warriors,2019
82,01:56,Linebreak,Bronson Xerri,Sharks,,,,Sharks vs Warriors,2019
83,01:38,Linebreak,Paul Gallen,Sharks,,,,Sharks vs Warriors,2019
84,00:00,KICK OFF,,,,,,Sharks vs Warriors,2019
