,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Sharks vs Warriors,2019
1,77:30,Error,Chanel Harris-Tavita,Warriors,,,,Sharks vs Warriors,2019
2,76:55,Error,Matt Prior,Sharks,,,,Sharks vs Warriors,2019
3,75:54,Error,Blake Green,Warriors,,,,Sharks vs Warriors,2019
4,74:50,Interchange #8,,Sharks,                   Paul Gallen,                   Aaron Woods,,Sharks vs Warriors,2019
5,73:17,Error,Briton Nikora,Sharks,,,,Sharks vs Warriors,2019
6,72:03,Error,Issac Luke,Warriors,,,,Sharks vs Warriors,2019
7,70:46,Penalty - Holding Down,Shaun Johnson,Sharks,,,,Sharks vs Warriors,2019
8,70:33,Interchange #8,,Warriors,                   Blake Ayshford,                   Isaiah Papali'i,,Sharks vs Warriors,2019
9,70:18,Error,Chad Townsend,Sharks,,,,Sharks vs Warriors,2019
10,69:56,Interchange #7,,Sharks,                   Andrew Fifita,                   Braden Hamlin-Uele,,Sharks vs Warriors,2019
11,68:04,Interchange #7,,Warriors,                   Sam Lisone,                   Jazz Tevaga,,Sharks vs Warriors,2019
12,68:03,Penalty - Grapple,Aaron Woods,Sharks,,,,Sharks vs Warriors,2019
13,67:40,Error,Wade Graham,Sharks,,,,Sharks vs Warriors,2019
14,66:33,Conversion-Made,Shaun Johnson,Sharks,,,42-16,Sharks vs Warriors,2019
15,65:05,Try,Josh Morris,Sharks,,,40-16,Sharks vs Warriors,2019
16,64:58,Error,Chanel Harris-Tavita,Warriors,,,,Sharks vs Warriors,2019
17,62:26,Interchange #6,,Warriors,                   Issac Luke,                   Adam Blair,,Sharks vs Warriors,2019
18,62:19,Conversion-Made,Patrick Herbert,Warriors,,,36-16,Sharks vs Warriors,2019
19,60:56,Video Referee,Try,Warriors,,,,Sharks vs Warriors,2019
20,60:51,Try,David Fusitu'a,Warriors,,,36-14,Sharks vs Warriors,2019
21,60:51,Linebreak,David Fusitu'a,Warriors,,,,Sharks vs Warriors,2019
22,59:34,Penalty - Offside inside 10m,Jayden Brailey,Sharks,,,,Sharks vs Warriors,2019
23,58:10,Interchange #5,,Warriors,                   Lachlan Burr,                   Agnatius Paasi,,Sharks vs Warriors,2019
24,58:06,Conversion-Made,Shaun Johnson,Sharks,,,36-10,Sharks vs Warriors,2019
