,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:54,178,"1,771",510,6,51,50.6,253,3.64s,12,396,225,10,14,359,2,71%,2,5,82.3%,288,31,31,11,5,8,69%,24/35,Sharks vs Warriors,Sharks,2019
1,48%,25:45,163,"1,433",470,2,31,43.4,154,3.43s,19,343,180,13,19,434,2,88%,2,7,82%,333,51,22,8,4,8,76%,25/33,Sharks vs Warriors,Warriors,2019
