,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,59%,31:12,194,"2,041",517,10,27,46.4,269,3.52s,6,425,236,9,19,434,2,62%,2,5,85.5%,271,32,0,14,13,2,7,2,75%,33/44,Eels vs Wests Tigers,Eels,2019
1,41%,21:41,147,"1,207",364,1,32,44.7,91,3.27s,11,331,172,13,23,497,0,57%,4,5,89.9%,373,27,1,15,8,6,7,0,81%,22/27,Eels vs Wests Tigers,Wests Tigers,2019
