,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,28:10,174,"1,417",508,4,26,37.3,189,4.14s,14,392,211,45,20,394,2,100%,4,3,85.4%,258,23,21,7,5,7,9,84%,32/38,Eels vs Rabbitohs,Eels,2016
1,43%,21:14,141,"1,261",474,7,23,40.7,165,3.82s,13,325,172,33,16,453,1,70%,2,4,86.1%,315,26,25,7,10,6,1,77%,24/31,Eels vs Rabbitohs,Rabbitohs,2016
