,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,23:43,181,"1,546",458,8,33,39.7,205,3.78s,18,402,220,21,13,359,2,100%,3,3,90.1%,281,21,0,10,7,9,8,82%,32/39,Rabbitohs vs Knights,Rabbitohs,2016
1,50%,23:43,130,988,283,2,20,31.9,124,3.78s,7,301,162,10,16,326,2,86%,0,7,85.1%,342,33,1,27,10,9,7,68%,21/31,Rabbitohs vs Knights,Knights,2016
