,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,44%,23:02,161,"1,477",502,2,34,41,160,21,365,189,8,15,353,0,88%,5,2,86.8%,296,34,11,5,64%,23/36,Sharks vs Panthers,Sharks,2014
1,56%,29:19,164,"1,608",465,2,34,43.5,223,8,422,243,8,21,420,2,100%,5,2,80%,276,34,35,7,65%,24/37,Sharks vs Panthers,Panthers,2014
