,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,27:06,166,"1,579",370,6,31,41.6,213,3.4s,5,379,199,13,25,668,2,100%,10,6,87.3%,337,37,12,6,9,8,1,89%,34/38,Titans vs Knights,Titans,2019
1,49%,26:03,173,"1,509",399,5,37,37.7,132,3.4s,8,392,222,2,16,409,2,100%,2,5,89.6%,329,31,7,12,7,8,0,70%,28/40,Titans vs Knights,Knights,2019
