,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,43%,23:12,165,"1,741",568,2,25,47.1,168,8,390,195,14,28,713,1,82%,4,5,92.5%,331,15,1,12,4,1,84%,31/37,Rabbitohs vs Warriors,Rabbitohs,2013
1,57%,30:45,164,"1,685",581,3,15,45.6,271,8,420,241,18,18,477,1,82%,6,3,90.5%,353,25,1,12,4,0,73%,27/37,Rabbitohs vs Warriors,Warriors,2013
