,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,28:14,188,"1,546",587,3,27,38.7,129,3.45s,15,412,237,33,19,355,1,50%,4,7,84.7%,344,30,0,32,12,10,7,0,75%,30/40,Titans vs Eels,Titans,2019
1,50%,28:14,188,"1,870",612,5,30,44.5,131,3.85s,17,392,200,19,17,444,1,60%,5,5,86.5%,327,27,2,24,13,12,8,1,76%,32/42,Titans vs Eels,Eels,2019
