,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,38%,19:52,134,"1,167",402,2,15,35.4,157,8,322,173,12,15,476,1,94%,1,4,84.8%,363,32,0,33,6,0,70%,23/33,Dragons vs Bulldogs,Dragons,2014
1,62%,32:25,193,"1,982",625,5,32,47.2,265,20,458,253,9,22,441,3,83%,3,7,89.8%,247,15,1,13,8,1,83%,35/42,Dragons vs Bulldogs,Bulldogs,2014
