,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,22:37,143,"1,368",434,4,17,41.5,151,3.41s,7,320,169,6,16,408,0,100%,4,4,92.4%,330,20,0,7,8,10,8,0,82%,27/33,Storm vs Wests Tigers,Storm,2019
1,54%,26:33,155,"1,344",405,3,20,36.3,165,3.68s,4,384,222,8,18,564,3,75%,4,4,91.8%,290,17,1,9,8,6,6,1,81%,30/37,Storm vs Wests Tigers,Wests Tigers,2019
