,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Raiders vs Sea Eagles,2019
1,79:59,Error,John Bateman,Raiders,,,,Raiders vs Sea Eagles,2019
2,79:16,Penalty - Holding Down,Dylan Walker,Sea Eagles,,,,Raiders vs Sea Eagles,2019
3,78:51,Sin Bin,Morgan Boyle,Sea Eagles,,,,Raiders vs Sea Eagles,2019
4,78:46,Penalty - Professional Foul,Morgan Boyle,Sea Eagles,,,,Raiders vs Sea Eagles,2019
5,78:38,Penalty - Ball Strip,Martin Taupau,Sea Eagles,,,,Raiders vs Sea Eagles,2019
6,77:20,Eagles Interchange - HIA Cleared,,Sea,                   Morgan Boyle,                   Manase Fainu,,Raiders vs Sea Eagles,2019
7,75:57,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
8,74:33,Interchange #6,,Raiders,                   Corey Horsburgh,                   Iosia Soliola,,Raiders vs Sea Eagles,2019
9,73:39,Kick Bomb,Josh Hodgson,Raiders,,,,Raiders vs Sea Eagles,2019
10,72:40,Conversion-Missed,Jarrod Croker,Raiders,,,,Raiders vs Sea Eagles,2019
11,71:11,Try,Jarrod Croker,Raiders,,,14-18,Raiders vs Sea Eagles,2019
12,71:05,Linebreak,Jack Wighton,Raiders,,,,Raiders vs Sea Eagles,2019
13,70:22,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
14,69:17,Conversion-Made,Reuben Garrick,Sea Eagles,,,10-18,Raiders vs Sea Eagles,2019
15,67:47,Try,Jake Trbojevic,Sea Eagles,,,10-16,Raiders vs Sea Eagles,2019
16,67:47,Linebreak,Jake Trbojevic,Sea Eagles,,,,Raiders vs Sea Eagles,2019
17,66:47,Penalty - Ball Strip,Elliott Whitehead,Raiders,,,,Raiders vs Sea Eagles,2019
18,65:12,Error,Charnze Nicoll-Klokstad,Raiders,,,,Raiders vs Sea Eagles,2019
19,64:34,Error,Jake Trbojevic,Sea Eagles,,,,Raiders vs Sea Eagles,2019
20,63:47,Penalty - Marker Not Square,Iosia Soliola,Raiders,,,,Raiders vs Sea Eagles,2019
21,63:03,Error,Elliott Whitehead,Raiders,,,,Raiders vs Sea Eagles,2019
22,62:25,Eagles Interchange - HIA,,Sea,                   Apisai Koroisau,                   Morgan Boyle,,Raiders vs Sea Eagles,2019
23,62:16,Linebreak,Jordan Rapana,Raiders,,,,Raiders vs Sea Eagles,2019
24,62:13,Penalty - Dangerous Tackle,Morgan Boyle,Sea Eagles,,,,Raiders vs Sea Eagles,2019
25,62:03,Interchange #5,,Raiders,                   Iosia Soliola,                   Corey Horsburgh,,Raiders vs Sea Eagles,2019
