,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
26,61:51,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
27,60:59,Kick Bomb,Josh Hodgson,Raiders,,,,Raiders vs Sea Eagles,2019
28,60:08,Error,Tom Trbojevic,Sea Eagles,,,,Raiders vs Sea Eagles,2019
29,58:47,Eagles Interchange #6,,Sea,                   Martin Taupau,                   Taniela Paseka,,Raiders vs Sea Eagles,2019
30,58:43,Interchange #4,,Raiders,                   Josh Papalii,                   Dunamis Lui,,Raiders vs Sea Eagles,2019
31,58:33,Penalty - Offside General,Jordan Rapana,Raiders,,,,Raiders vs Sea Eagles,2019
32,57:10,Error,Hudson Young,Raiders,,,,Raiders vs Sea Eagles,2019
33,56:19,Error,Corey Waddell,Sea Eagles,,,,Raiders vs Sea Eagles,2019
34,54:55,Penalty - Early Tackle,Joseph Leilua,Raiders,,,,Raiders vs Sea Eagles,2019
35,53:33,Interchange #3,,Raiders,                   Hudson Young,                   Ryan Sutton,,Raiders vs Sea Eagles,2019
36,52:16,Penalty Shot-Made,Reuben Garrick,Sea Eagles,,,10-12,Raiders vs Sea Eagles,2019
37,51:27,Conversion-Made,Reuben Garrick,Sea Eagles,,,10-10,Raiders vs Sea Eagles,2019
38,51:02,On Report,Joseph Leilua,Raiders,,,,Raiders vs Sea Eagles,2019
39,50:57,Video Referee,Try,Sea Eagles,,,,Raiders vs Sea Eagles,2019
40,50:38,Penalties - Other,Joseph Leilua,Raiders,,,,Raiders vs Sea Eagles,2019
41,50:38,Try,Reuben Garrick,Sea Eagles,,,10-8,Raiders vs Sea Eagles,2019
42,50:26,Error,Josh Hodgson,Raiders,,,,Raiders vs Sea Eagles,2019
43,49:23,Error,Corey Waddell,Sea Eagles,,,,Raiders vs Sea Eagles,2019
44,48:10,Penalty - Offside inside 10m,Corey Waddell,Sea Eagles,,,,Raiders vs Sea Eagles,2019
45,47:38,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
46,44:38,Penalty Shot-Made,Jarrod Croker,Raiders,,,10-4,Raiders vs Sea Eagles,2019
47,43:25,Penalty - Holding Down,Jake Trbojevic,Sea Eagles,,,,Raiders vs Sea Eagles,2019
48,42:38,Error,Jorge Taufua,Sea Eagles,,,,Raiders vs Sea Eagles,2019
49,42:33,Kick Bomb,Aidan Sezer,Raiders,,,,Raiders vs Sea Eagles,2019
50,40:01,Interchange - HIA Cleared,,Raiders,                   Jordan Rapana,                   Bailey Simonsson,,Raiders vs Sea Eagles,2019
51,40:00,Penalty Shot-Made,Reuben Garrick,Sea Eagles,,,8-4,Raiders vs Sea Eagles,2019
52,39:36,Penalty - Ball Strip,Elliott Whitehead,Raiders,,,,Raiders vs Sea Eagles,2019
53,38:15,Penalty Shot-Made,Reuben Garrick,Sea Eagles,,,8-2,Raiders vs Sea Eagles,2019
54,37:07,Penalty - Hand in the Ruck,Corey Horsburgh,Raiders,,,,Raiders vs Sea Eagles,2019
55,36:33,Eagles Interchange #5,,Sea,                   Addin Fonua-Blake,                   Joel Thompson,,Raiders vs Sea Eagles,2019
56,36:05,Penalties - Other,Ryan Sutton,Raiders,,,,Raiders vs Sea Eagles,2019
57,34:53,Penalty Shot-Made,Jarrod Croker,Raiders,,,8-0,Raiders vs Sea Eagles,2019
58,34:38,Interchange #2,,Raiders,                   Corey Horsburgh,                   Josh Papalii,,Raiders vs Sea Eagles,2019
59,33:37,Eagles Interchange #4,,Sea,                   Morgan Boyle,                   Addin Fonua-Blake,,Raiders vs Sea Eagles,2019
60,33:25,Penalty - Offside inside 10m,Dylan Walker,Sea Eagles,,,,Raiders vs Sea Eagles,2019
61,32:10,Penalty - Offside inside 10m,Manase Fainu,Sea Eagles,,,,Raiders vs Sea Eagles,2019
62,30:59,Penalty - Offside inside 10m,Corey Waddell,Sea Eagles,,,,Raiders vs Sea Eagles,2019
63,30:05,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
64,29:32,Eagles Interchange #3,,Sea,                   Manase Fainu,                   Apisai Koroisau,,Raiders vs Sea Eagles,2019
65,28:35,Eagles Interchange #2,,Sea,                   Taniela Paseka,                   Martin Taupau,,Raiders vs Sea Eagles,2019
66,26:42,Error,Reuben Garrick,Sea Eagles,,,,Raiders vs Sea Eagles,2019
67,26:05,Penalty - Hand in the Ruck,Josh Hodgson,Raiders,,,,Raiders vs Sea Eagles,2019
68,25:03,Penalty - Slow Peel,Jack Wighton,Raiders,,,,Raiders vs Sea Eagles,2019
69,24:27,Interchange - HIA,,Raiders,                   Bailey Simonsson,                   Jordan Rapana,,Raiders vs Sea Eagles,2019
70,24:27,Interchange #1,,Raiders,                   Dunamis Lui,                   Iosia Soliola,,Raiders vs Sea Eagles,2019
71,24:11,Penalty - Ball Strip,Charnze Nicoll-Klokstad,Raiders,,,,Raiders vs Sea Eagles,2019
72,23:40,Eagles Interchange #1,,Sea,                   Corey Waddell,                   Moses Suli,,Raiders vs Sea Eagles,2019
73,21:47,Error,Ryan Sutton,Raiders,,,,Raiders vs Sea Eagles,2019
74,21:02,Penalties - Other,Reuben Garrick,Sea Eagles,,,,Raiders vs Sea Eagles,2019
75,20:55,Conversion-Made,Jarrod Croker,Raiders,,,6-0,Raiders vs Sea Eagles,2019
76,19:23,Try,Jarrod Croker,Raiders,,,4-0,Raiders vs Sea Eagles,2019
77,19:22,Linebreak,Jarrod Croker,Raiders,,,,Raiders vs Sea Eagles,2019
78,18:39,Error,Reuben Garrick,Sea Eagles,,,,Raiders vs Sea Eagles,2019
79,17:33,Penalty - Obstruction,Joel Thompson,Sea Eagles,,,,Raiders vs Sea Eagles,2019
80,16:57,Penalty - 2nd Effort,Jarrod Croker,Raiders,,,,Raiders vs Sea Eagles,2019
81,16:36,Error,Jack Wighton,Raiders,,,,Raiders vs Sea Eagles,2019
82,16:34,Linebreak,Jack Wighton,Raiders,,,,Raiders vs Sea Eagles,2019
83,15:23,Penalty - Offside inside 10m,Addin Fonua-Blake,Sea Eagles,,,,Raiders vs Sea Eagles,2019
84,14:24,Error,Addin Fonua-Blake,Sea Eagles,,,,Raiders vs Sea Eagles,2019
85,13:49,40/20 Kick,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
86,11:13,Error,Aidan Sezer,Raiders,,,,Raiders vs Sea Eagles,2019
87,10:15,Penalty - Scrum Infringement,Apisai Koroisau,Sea Eagles,,,,Raiders vs Sea Eagles,2019
88,07:16,Penalty - Crowding,Addin Fonua-Blake,Sea Eagles,,,,Raiders vs Sea Eagles,2019
89,05:58,Kick Bomb,Jack Wighton,Raiders,,,,Raiders vs Sea Eagles,2019
90,03:06,Penalty - Dangerous Tackle,Daly Cherry-Evans,Sea Eagles,,,,Raiders vs Sea Eagles,2019
91,03:04,Error,Jack Gosiewski,Sea Eagles,,,,Raiders vs Sea Eagles,2019
92,01:38,Error,Josh Hodgson,Raiders,,,,Raiders vs Sea Eagles,2019
93,00:00,KICK OFF,,,,,,Raiders vs Sea Eagles,2019
