,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,30:08,202,"1,850",634,5,45,50,252,3.44s,12,440,230,39,27,659,1,83%,6,5,87.8%,294,25,1,16,6,2,8,86%,32/37,Warriors vs Broncos,Warriors,2017
1,45%,24:40,168,"1,520",479,4,25,41.1,148,3.45s,5,346,183,32,16,510,1,71%,4,1,83.7%,338,45,2,21,14,3,8,59%,22/37,Warriors vs Broncos,Broncos,2017
