,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,25:37,181,"1,593",457,2,31,41.9,210,3.46s,4,375,191,5,23,669,3,82%,5,6,90.9%,340,23,0,11,7,6,8,0,84%,32/38,Raiders vs Rabbitohs,Raiders,2019
1,52%,27:46,173,"1,461",426,3,23,39.5,152,3.38s,7,366,191,3,22,671,1,92%,7,4,89.8%,336,31,1,7,7,8,8,1,84%,31/37,Raiders vs Rabbitohs,Rabbitohs,2019
