,Event Type,Player,Player Off,Player On,Score,Team,Time,Match,Year
0,FULL TIME,,,,,,80:00,Broncos vs Bulldogs,2014
1,Interchange - Sin Bin Return,Josh McGuire,,,,Broncos,79:56,Broncos vs Bulldogs,2014
2,Penalty Shot-Missed,Ben Hunt,,,,Broncos,79:56,Broncos vs Bulldogs,2014
3,Penalty - Obstruction,Mitch Brown,,,,Bulldogs,79:05,Broncos vs Bulldogs,2014
4,Conversion-Made,Ben Hunt,,,41-10,Broncos,78:08,Broncos vs Bulldogs,2014
5,Try,Ben Hunt,,,39-10,Broncos,77:02,Broncos vs Bulldogs,2014
6,Linebreak,Ben Hunt,,,,Broncos,77:01,Broncos vs Bulldogs,2014
7,Interchange,,,,,Bulldogs,76:10,Broncos vs Bulldogs,2014
8,Sin Bin,Josh Reynolds,,,,Bulldogs,76:10,Broncos vs Bulldogs,2014
9,Penalty - Dangerous Tackle,Josh Reynolds,,,,Bulldogs,76:06,Broncos vs Bulldogs,2014
10,Line Dropout,Trent Hodkinson,,,,Bulldogs,74:55,Broncos vs Bulldogs,2014
11,Conversion-Made,Corey Parker,,,35-10,Broncos,72:41,Broncos vs Bulldogs,2014
12,Try,Sam Thaiday,,,33-10,Broncos,71:11,Broncos vs Bulldogs,2014
13,Linebreak,Josh Hoffman,,,,Broncos,71:08,Broncos vs Bulldogs,2014
14,Line Dropout,Trent Hodkinson,,,,Bulldogs,70:40,Broncos vs Bulldogs,2014
15,On Report,Josh Reynolds,,,,Bulldogs,68:53,Broncos vs Bulldogs,2014
16,Penalty - Tripping,Josh Reynolds,,,,Bulldogs,68:47,Broncos vs Bulldogs,2014
17,Drop Goal-Made,Andrew McCullough,,,29-10,Broncos,67:27,Broncos vs Bulldogs,2014
18,Penalty Shot-Made,Corey Parker,,,28-10,Broncos,64:45,Broncos vs Bulldogs,2014
19,Penalty - Marker Not Square,Michael Ennis,,,,Bulldogs,63:21,Broncos vs Bulldogs,2014
20,Interchange - Sin Bin Return,Sam Perrett,,,,Bulldogs,62:21,Broncos vs Bulldogs,2014
21,Kick Bomb,Ben Barba,,,,Broncos,62:17,Broncos vs Bulldogs,2014
22,Line Dropout,Ben Hunt,,,,Broncos,59:09,Broncos vs Bulldogs,2014
23,Linebreak,Trent Hodkinson,,,,Bulldogs,58:24,Broncos vs Bulldogs,2014
24,Conversion-Made,Corey Parker,,,26-10,Broncos,56:43,Broncos vs Bulldogs,2014
25,Try,Corey Oates,,,24-10,Broncos,55:47,Broncos vs Bulldogs,2014
26,Linebreak,Corey Oates,,,,Broncos,55:46,Broncos vs Bulldogs,2014
27,Kick Bomb,Trent Hodkinson,,,,Bulldogs,53:25,Broncos vs Bulldogs,2014
28,On Report,Josh Reynolds,,,,Bulldogs,50:52,Broncos vs Bulldogs,2014
29,Penalties - Other,Josh Reynolds,,,,Bulldogs,50:48,Broncos vs Bulldogs,2014
30,Penalty - Ball Strip,Matt Gillett,,,,Broncos,49:15,Broncos vs Bulldogs,2014
31,Penalty - Dangerous Tackle,Ben Barba,,,,Broncos,48:38,Broncos vs Bulldogs,2014
32,Conversion-Missed,Trent Hodkinson,,,,Bulldogs,47:37,Broncos vs Bulldogs,2014
33,Try,Josh Jackson,,,20-10,Bulldogs,46:41,Broncos vs Bulldogs,2014
34,Linebreak,Josh Jackson,,,,Bulldogs,46:41,Broncos vs Bulldogs,2014
35,Linebreak,Timoteo Lafai,,,,Bulldogs,46:25,Broncos vs Bulldogs,2014
36,Kick Bomb,Ben Hunt,,,,Broncos,45:24,Broncos vs Bulldogs,2014
37,Penalty - Offside inside 10m,Josh McGuire,,,,Broncos,42:50,Broncos vs Bulldogs,2014
38,Conversion-Missed,Ben Hunt,,,,Broncos,40:00,Broncos vs Bulldogs,2014
39,Try,Ben Barba,,,20-6,Broncos,40:00,Broncos vs Bulldogs,2014
40,Linebreak,Daniel Vidot,,,,Broncos,39:58,Broncos vs Bulldogs,2014
41,Penalty - Hand in the Ruck,David Klemmer,,,,Bulldogs,39:25,Broncos vs Bulldogs,2014
42,Conversion-Made,Ben Hunt,,,16-6,Broncos,35:33,Broncos vs Bulldogs,2014
43,Try,Ben Hunt,,,14-6,Broncos,34:02,Broncos vs Bulldogs,2014
44,Linebreak,Ben Hunt,,,,Broncos,34:02,Broncos vs Bulldogs,2014
45,Penalty - Hand in the Ruck,Dale Finucane,,,,Bulldogs,31:56,Broncos vs Bulldogs,2014
46,Conversion-Missed,Corey Parker,,,,Broncos,27:31,Broncos vs Bulldogs,2014
47,Try,Daniel Vidot,,,10-6,Broncos,26:17,Broncos vs Bulldogs,2014
48,Linebreak,Daniel Vidot,,,,Broncos,26:17,Broncos vs Bulldogs,2014
49,Conversion-Made,Corey Parker,,,6-6,Broncos,24:53,Broncos vs Bulldogs,2014
50,Try,Dale Copley,,,4-6,Broncos,23:13,Broncos vs Bulldogs,2014
51,Linebreak,Dale Copley,,,,Broncos,23:13,Broncos vs Bulldogs,2014
52,Penalty - Marker Not Square,Tony Williams,,,,Bulldogs,22:34,Broncos vs Bulldogs,2014
53,Penalty - Offside inside 10m,Ben Barba,,,,Broncos,20:42,Broncos vs Bulldogs,2014
54,Interchange - Sin Bin Return,Mitch Brown,,,,Bulldogs,19:30,Broncos vs Bulldogs,2014
55,Kick Bomb,Ben Barba,,,,Broncos,19:27,Broncos vs Bulldogs,2014
56,Penalty - Holding Down,Josh Reynolds,,,,Bulldogs,18:12,Broncos vs Bulldogs,2014
57,Interchange - Sin Bin Return,Alex Glenn,,,,Broncos,17:01,Broncos vs Bulldogs,2014
58,Penalty - Holding Down,Josh Morris,,,,Bulldogs,15:54,Broncos vs Bulldogs,2014
59,Penalty - Dangerous Tackle,Josh Reynolds,,,,Bulldogs,15:15,Broncos vs Bulldogs,2014
