,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,25:35,185,"1,862",568,7,29,46.6,276,3.67s,5,459,261,11,25,575,6,25%,6,10,86.6%,271,24,1,18,8,8,8,85%,34/40,Cowboys vs Bulldogs,Cowboys,2016
1,42%,18:31,135,"1,108",389,1,24,37,58,3.5s,13,316,173,3,14,359,0,69%,0,3,91.1%,377,29,0,8,11,5,8,67%,20/30,Cowboys vs Bulldogs,Bulldogs,2016
