,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,28:21,172,"1,566",570,1,24,42.3,162,3.75s,8,379,201,10,20,615,1,69%,9,2,85.4%,309,36,17,8,8,8,0,81%,30/37,Dragons vs Rabbitohs,Dragons,2018
1,49%,27:15,174,"1,553",469,4,36,40.9,213,3.53s,10,423,239,23,21,492,2,82%,7,6,89.9%,328,24,13,11,9,8,1,76%,29/38,Dragons vs Rabbitohs,Rabbitohs,2018
