,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,27:26,167,"1,603",619,2,28,43.3,170,3.77s,6,377,186,28,24,713,0,71%,7,2,92.3%,410,28,6,6,7,8,0,86%,32/37,Storm vs Cowboys,Storm,2016
1,52%,29:43,198,"1,748",679,2,28,44.8,225,3.34s,6,451,256,15,23,583,1,83%,8,4,90.5%,343,28,8,9,4,7,1,79%,31/39,Storm vs Cowboys,Cowboys,2016
