,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,30:00,182,"1,567",368,4,20,34.8,250,4.04s,5,410,218,26,23,761,2,75%,5,4,94.4%,318,12,0,7,12,5,8,0,76%,34/45,Broncos vs Warriors,Broncos,2016
1,46%,25:34,160,"1,238",290,1,12,35.4,190,3.14s,5,384,200,18,25,773,0,100%,8,6,92.1%,350,20,1,10,5,8,7,1,86%,30/35,Broncos vs Warriors,Warriors,2016
