,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,29:32,207,"1,953",653,4,47,51.4,243,3.22s,16,447,234,5,20,433,1,88%,5,7,87.7%,350,42,7,13,8,8,1,76%,29/38,Eels vs Rabbitohs,Eels,2019
1,48%,27:16,179,"1,565",511,5,42,37.3,181,3.4s,5,377,208,13,19,552,1,75%,2,5,84.8%,378,47,21,10,5,8,0,81%,34/42,Eels vs Rabbitohs,Rabbitohs,2019
