,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,27:35,192,"1,571",416,7,45,43.7,124,4.26s,28,395,217,49,16,408,2,67%,2,4,88%,330,26,19,11,8,7,0,69%,25/36,Warriors vs Titans,Warriors,2018
1,52%,29:52,183,"1,507",425,2,26,43.1,156,3.88s,10,413,241,49,17,340,2,78%,6,4,79.1%,321,45,40,7,8,7,2,77%,27/35,Warriors vs Titans,Titans,2018
