,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,29:50,190,"1,605",586,3,26,38.2,161,3.59s,8,433,230,31,23,502,2,100%,10,5,87.6%,317,36,9,11,7,7,2,83%,35/42,Titans vs Panthers,Titans,2016
1,46%,25:24,168,"1,472",521,4,36,39.8,154,3.18s,8,356,177,19,15,460,0,61%,4,3,91.5%,386,26,10,12,9,8,0,76%,28/37,Titans vs Panthers,Panthers,2016
