,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,30:12,171,"1,584",422,1,24,42.8,200,3.66s,6,388,198,9,23,824,4,88%,4,4,83.2%,342,45,1,24,10,5,7,2,78%,29/37,Eels vs Dragons,Eels,2017
1,46%,25:43,186,"1,575",506,6,45,42.6,133,3.62s,14,414,229,10,19,471,0,73%,4,4,91.8%,369,24,0,9,11,1,8,2,73%,27/37,Eels vs Dragons,Dragons,2017
