,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,24:01,151,"1,520",261,4,26,41.1,203,6,376,196,10,20,549,0,86%,0,3,94.1%,321,8,0,12,6,0,73%,27/37,Rabbitohs vs Cowboys,Rabbitohs,2013
1,54%,28:11,155,"1,409",253,1,8,38.1,218,8,395,217,5,22,459,1,87%,2,5,90.2%,333,26,1,10,2,1,62%,23/37,Rabbitohs vs Cowboys,Cowboys,2013
