,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,25:20,171,"1,259",401,0,17,31.5,165,3.38s,5,371,212,4,16,509,4,71%,3,4,87.8%,344,40,2,8,17,5,8,1,58%,23/40,Panthers vs Storm,Panthers,2019
1,51%,26:23,166,"1,476",442,3,40,36,158,3.26s,4,379,198,4,22,570,0,100%,3,5,93.5%,300,17,0,4,14,6,8,0,73%,30/41,Panthers vs Storm,Storm,2019
