,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,31:27,189,"1,821",626,2,33,45.5,236,3.32s,15,434,232,18,27,544,0,79%,8,9,85.2%,356,34,28,5,4,8,0,85%,34/40,Storm vs Bulldogs,Storm,2019
1,48%,29:01,210,"1,858",502,4,34,53.1,142,3.45s,20,469,260,6,26,684,1,65%,13,2,87.6%,360,33,18,8,8,7,1,83%,29/35,Storm vs Bulldogs,Bulldogs,2019
