,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,25:44,168,"1,589",362,10,34,45.4,207,3.27s,11,380,212,19,17,404,3,67%,2,5,89.4%,253,16,1,14,6,8,8,83%,29/35,Warriors vs Broncos,Warriors,2016
1,46%,21:56,136,"1,200",297,4,16,37.5,147,3.43s,7,306,173,23,16,333,3,44%,4,7,84.9%,282,34,0,16,10,6,7,62%,20/32,Warriors vs Broncos,Broncos,2016
