,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,32:29,190,"1,806",609,4,43,42,204,16,456,236,17,24,622,1,100%,9,3,87.7%,300,27,0,15,5,0,84%,36/43,Panthers vs Eels,Panthers,2014
1,42%,23:31,140,"1,335",472,3,27,40.5,120,8,369,209,7,14,519,0,89%,1,1,84.7%,366,43,1,23,5,1,64%,21/33,Panthers vs Eels,Eels,2014
