,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,62%,33:34,188,"1,837",679,6,21,42.7,280,11,471,256,15,26,688,2,85%,5,7,92.2%,297,12,0,13,2,79%,34/43,Dragons vs Sharks,Dragons,2014
1,38%,20:34,134,"1,240",474,1,12,40,88,10,335,172,6,18,448,0,78%,5,1,90.8%,403,21,2,20,5,71%,22/31,Dragons vs Sharks,Sharks,2014
