,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,23:14,158,"1,274",351,5,12,33.5,105,3.88s,8,387,217,42,22,448,0,91%,2,7,86.9%,286,23,0,20,9,6,8,4,82%,31/38,Titans vs Eels,Titans,2017
1,48%,21:27,148,"1,380",419,3,23,39.4,222,3.81s,11,322,164,43,17,366,1,67%,5,4,93.2%,316,12,1,11,13,8,6,0,74%,26/35,Titans vs Eels,Eels,2017
