,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,28:54,184,"1,833",600,6,28,43.6,329,3.29s,14,455,260,27,18,459,3,82%,5,4,90.2%,295,28,4,10,8,7,74%,31/42,Panthers vs Dragons,Panthers,2018
1,46%,24:37,145,"1,185",461,0,28,35.9,139,3.47s,2,339,180,18,21,530,2,80%,3,5,88.1%,340,28,18,11,10,7,79%,26/33,Panthers vs Dragons,Dragons,2018
