,Event Type,Player,Player Off,Player On,Score,Team,Time,Match,Year
0,FULL TIME,,,,,,80:00,Wests Tigers vs Storm,2014
1,Interchange - Sin Bin Return,Billy Slater,,,,Storm,79:06,Wests Tigers vs Storm,2014
2,Kick Bomb,Cooper Cronk,,,,Storm,79:02,Wests Tigers vs Storm,2014
3,Penalty - Crowding,Ryan Hinchcliffe,,,,Storm,75:43,Wests Tigers vs Storm,2014
4,Linebreak,Bodene Thompson,,,,Wests Tigers,74:12,Wests Tigers vs Storm,2014
5,Penalty - Crowding,Kenneath Bromwich,,,,Storm,73:35,Wests Tigers vs Storm,2014
6,Penalty Shot-Missed,Ben Roberts,,,,Storm,73:22,Wests Tigers vs Storm,2014
7,Penalty - Slow Peel,Keith Galloway,,,,Wests Tigers,71:48,Wests Tigers vs Storm,2014
8,Penalties - Other,Keith Galloway,,,,Wests Tigers,71:17,Wests Tigers vs Storm,2014
9,On Report,Sitaleki Akauola,,,,Wests Tigers,70:52,Wests Tigers vs Storm,2014
10,Penalty - Late Tackle,Sitaleki Akauola,,,,Wests Tigers,70:39,Wests Tigers vs Storm,2014
11,Penalty - Ball Strip,Mahe Fonua,,,,Storm,66:37,Wests Tigers vs Storm,2014
12,Tigers Interchange - Sin Bin Return,Curtis Sironen,,,,Wests,64:22,Wests Tigers vs Storm,2014
13,Linebreak,Blake Austin,,,,Wests Tigers,61:37,Wests Tigers vs Storm,2014
14,Line Dropout,Cameron Smith,,,,Storm,60:55,Wests Tigers vs Storm,2014
15,Penalty - Holding Down,Tohu Harris,,,,Storm,59:11,Wests Tigers vs Storm,2014
16,Line Dropout,Cameron Smith,,,,Storm,57:19,Wests Tigers vs Storm,2014
17,Conversion-Made,Cameron Smith,,,6-28,Storm,54:06,Wests Tigers vs Storm,2014
18,Try,Cameron Smith,,,6-26,Storm,52:34,Wests Tigers vs Storm,2014
19,Linebreak,Will Chambers,,,,Storm,52:27,Wests Tigers vs Storm,2014
20,Conversion-Missed,Cameron Smith,,,,Storm,51:16,Wests Tigers vs Storm,2014
21,Try,Sisa Waqa,,,6-22,Storm,49:38,Wests Tigers vs Storm,2014
22,Penalty - Slow Peel,Sauaso Sue,,,,Wests Tigers,48:07,Wests Tigers vs Storm,2014
23,Penalty - Dangerous Tackle,Sisa Waqa,,,,Storm,46:23,Wests Tigers vs Storm,2014
24,Interchange - Sin Bin Return,Mahe Fonua,,,,Storm,41:55,Wests Tigers vs Storm,2014
25,Penalty Shot-Missed,Mitchell Moses,,,,Wests Tigers,40:00,Wests Tigers vs Storm,2014
26,Penalty - Early Tackle,Billy Slater,,,,Storm,39:52,Wests Tigers vs Storm,2014
27,Line Dropout,Cameron Smith,,,,Storm,39:23,Wests Tigers vs Storm,2014
28,Penalty - Escorts,Cooper Cronk,,,,Storm,37:16,Wests Tigers vs Storm,2014
29,Conversion-Made,Cameron Smith,,,6-18,Storm,36:38,Wests Tigers vs Storm,2014
30,Try,Will Chambers,,,6-16,Storm,35:07,Wests Tigers vs Storm,2014
31,Linebreak,Will Chambers,,,,Storm,35:02,Wests Tigers vs Storm,2014
32,Interchange - Sin Bin Return,Marika Koroibete,,,,Storm,31:34,Wests Tigers vs Storm,2014
33,Kick Bomb,Cooper Cronk,,,,Storm,31:31,Wests Tigers vs Storm,2014
34,Penalty - Crowding,Adam Blair,,,,Wests Tigers,30:12,Wests Tigers vs Storm,2014
35,Kick Bomb,Blake Austin,,,,Wests Tigers,29:50,Wests Tigers vs Storm,2014
36,Tigers Interchange - Sin Bin Return,Bodene Thompson,,,,Wests,27:26,Wests Tigers vs Storm,2014
37,Penalty - Marker Not Square,Ryan Hinchcliffe,,,,Storm,26:06,Wests Tigers vs Storm,2014
38,Interchange - Sin Bin Return,Marika Koroibete,,,,Storm,25:21,Wests Tigers vs Storm,2014
39,Tigers Interchange - Sin Bin Return,Sitaleki Akauola,,,,Wests,24:50,Wests Tigers vs Storm,2014
40,Kick Bomb,Cooper Cronk,,,,Storm,24:47,Wests Tigers vs Storm,2014
41,Conversion-Made,Cameron Smith,,,6-12,Storm,23:24,Wests Tigers vs Storm,2014
42,Try,Marika Koroibete,,,6-10,Storm,21:25,Wests Tigers vs Storm,2014
43,Linebreak,Marika Koroibete,,,,Storm,21:23,Wests Tigers vs Storm,2014
44,Conversion-Made,Cameron Smith,,,6-6,Storm,19:16,Wests Tigers vs Storm,2014
45,Try,Marika Koroibete,,,6-4,Storm,17:39,Wests Tigers vs Storm,2014
46,Penalty - Marker Not Square,Dene Halatau,,,,Wests Tigers,16:47,Wests Tigers vs Storm,2014
47,Penalty - Ball Strip,Robbie Farah,,,,Wests Tigers,15:43,Wests Tigers vs Storm,2014
48,Penalty - Escorts,Billy Slater,,,,Storm,11:40,Wests Tigers vs Storm,2014
