,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,26:28,156,"1,437",434,3,27,42.3,177,4.01s,11,367,212,19,15,312,1,50%,5,3,87.4%,291,24,18,12,4,7,68%,23/34,Bulldogs vs Storm,Bulldogs,2018
1,51%,27:32,158,"1,627",515,4,24,46.5,220,3.95s,13,352,173,15,18,302,2,73%,2,6,85.8%,301,27,23,10,9,8,74%,26/35,Bulldogs vs Storm,Storm,2018
