,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,22:52,151,"1,579",480,5,22,35.9,267,8,370,198,10,18,459,1,94%,1,8,94.8%,309,9,1,8,6,1,61%,27/44,Sea Eagles vs Wests Tigers,Sea Eagles,2013
1,50%,22:52,147,"1,161",385,1,9,31.4,140,5,352,178,24,24,704,3,93%,3,8,89.1%,310,22,0,16,8,0,76%,28/37,Sea Eagles vs Wests Tigers,Wests Tigers,2013
