,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:48,187,"1,742",526,3,37,43.6,300,3.04s,4,415,229,42,19,383,5,33%,0,10,87.3%,331,27,21,12,4,8,2,78%,31/40,Rabbitohs vs Roosters,Rabbitohs,2017
1,49%,25:44,169,"1,503",455,6,27,39.6,149,3.42s,11,392,209,21,22,716,0,67%,2,2,88.2%,336,38,7,10,6,7,0,79%,30/38,Rabbitohs vs Roosters,Roosters,2017
