,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,28:17,173,"1,710",585,5,28,46.2,169,3.36s,17,390,208,17,22,581,3,86%,5,4,90.7%,304,14,1,17,8,3,8,1,81%,30/37,Dragons vs Bulldogs,Dragons,2017
1,46%,24:06,175,"1,616",541,4,14,49,175,3.24s,11,357,190,21,16,488,0,60%,3,3,86.4%,291,28,1,18,6,8,8,0,79%,26/33,Dragons vs Bulldogs,Bulldogs,2017
