,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,26:49,182,"1,861",471,9,42,53.2,322,3.57s,14,389,204,30,21,523,2,89%,7,6,88.2%,306,24,17,7,4,8,0,86%,30/35,Storm vs Dragons,Storm,2018
1,46%,22:51,150,"1,291",389,4,24,41.7,129,3.69s,10,331,172,13,21,649,0,60%,5,3,82.8%,331,42,27,3,5,8,5,90%,28/31,Storm vs Dragons,Dragons,2018
