,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,22:23,135,"1,398",484,5,28,38.8,190,10,327,183,4,16,338,3,82%,0,5,91.7%,332,19,11,7,0,64%,23/36,Raiders vs Rabbitohs,Raiders,2014
1,50%,22:23,144,"1,502",526,4,19,40.6,170,8,363,195,10,23,557,1,77%,6,3,85%,277,28,21,7,1,84%,31/37,Raiders vs Rabbitohs,Rabbitohs,2014
