,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,30:39,176,"1,664",366,3,15,42.7,168,3.51s,4,420,210,15,25,677,2,72%,2,7,89.4%,328,29,0,10,6,8,9,85%,33/39,Sea Eagles vs Warriors,Sea Eagles,2016
1,47%,27:11,189,"1,592",322,3,29,38.8,197,3.38s,8,415,223,15,21,567,3,79%,4,8,94.4%,391,15,1,8,11,6,8,76%,31/41,Sea Eagles vs Warriors,Warriors,2016
