,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,24:38,190,"1,570",591,3,28,40.3,246,10,424,212,15,29,838,3,100%,8,9,92.3%,382,18,14,4,85%,33/39,Broncos vs Cowboys,Broncos,2013
1,52%,26:42,182,"1,503",513,4,18,39.6,151,9,410,203,18,26,719,2,90%,2,2,89.5%,391,28,18,4,79%,30/38,Broncos vs Cowboys,Cowboys,2013
