,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,28:16,193,"1,659",498,2,34,47.4,191,3.53s,10,407,210,7,20,488,1,59%,2,7,87.2%,360,30,1,23,12,5,7,2,74%,26/35,Bulldogs vs Dragons,Bulldogs,2016
1,51%,29:25,199,"1,712",520,2,30,41.8,213,3.66s,17,482,271,13,27,728,4,85%,3,7,88.5%,355,34,1,12,10,2,7,0,76%,31/41,Bulldogs vs Dragons,Dragons,2016
