,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,56%,29:48,203,"1,778",596,1,37,38.7,203,3.56s,17,466,264,40,21,446,0,100%,6,8,91.8%,336,20,0,10,11,7,7,74%,34/46,Storm vs Broncos,Storm,2017
1,44%,23:24,159,"1,386",416,1,20,36.5,123,4.05s,7,350,182,27,18,644,1,89%,0,3,85.4%,364,37,1,25,13,14,8,66%,25/38,Storm vs Broncos,Broncos,2017
