,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,23:07,154,"1,242",290,5,21,29.6,189,3.67s,7,380,208,16,22,483,2,75%,3,6,91.9%,350,20,0,11,9,4,8,76%,32/42,Storm vs Dragons,Storm,2016
1,53%,26:04,168,"1,242",339,3,20,31.9,161,3.57s,8,376,190,14,21,605,2,64%,5,4,89.6%,318,21,1,16,11,9,8,77%,30/39,Storm vs Dragons,Dragons,2016
