,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,31:17,188,"1,604",525,3,24,42.2,130,3.6s,12,415,207,19,22,608,3,47%,5,4,85.1%,326,43,0,14,12,7,8,2,74%,28/38,Wests Tigers vs Storm,Wests Tigers,2018
1,46%,26:38,171,"1,448",489,1,43,36.2,117,3.26s,11,351,174,26,21,535,1,82%,3,6,89.7%,376,24,1,19,16,2,8,1,65%,26/40,Wests Tigers vs Storm,Storm,2018
