,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Knights vs Titans,2019
1,78:56,Conversion-Missed,Mason Lino,Knights,,,,Knights vs Titans,2019
2,77:54,Video Referee,Try,Knights,,,,Knights vs Titans,2019
3,77:48,Try,Lachlan Fitzgibbon,Knights,,,38-4,Knights vs Titans,2019
4,76:40,Error,Tyrone Peachey,Titans,,,,Knights vs Titans,2019
5,73:49,Error,Lachlan Fitzgibbon,Knights,,,,Knights vs Titans,2019
6,72:12,Interchange #8,,Knights,                   Aidan Guerra,                   Mitchell Barnett,,Knights vs Titans,2019
7,72:11,Penalty - Dangerous Tackle,Tyrone Peachey,Titans,,,,Knights vs Titans,2019
8,71:01,Error,Mitchell Pearce,Knights,,,,Knights vs Titans,2019
9,70:48,Interchange #7,,Knights,                   David Klemmer,                   Herman Ese'ese,,Knights vs Titans,2019
10,70:06,Interchange #6,,Knights,                   Tim Glasby,                   Jacob Saifiti,,Knights vs Titans,2019
11,69:55,Linebreak,Shaun Kenny-Dowall,Knights,,,,Knights vs Titans,2019
12,67:57,Error,Bradman Best,Knights,,,,Knights vs Titans,2019
13,66:51,Error,Alexander Brimson,Titans,,,,Knights vs Titans,2019
14,65:38,Penalty - 2nd Effort,Shaun Kenny-Dowall,Knights,,,,Knights vs Titans,2019
15,65:00,Interchange #5,,Knights,                   Daniel Saifiti,                   Josh King,,Knights vs Titans,2019
16,64:13,Error,Tanah Boyd,Titans,,,,Knights vs Titans,2019
17,63:16,Line Dropout,Mitchell Pearce,Knights,,,,Knights vs Titans,2019
18,62:40,Interchange #6,,Titans,                   Jai Whitbread,                   Jai Arrow,,Knights vs Titans,2019
19,61:23,Error,Hymel Hunt,Knights,,,,Knights vs Titans,2019
20,61:18,Kick Bomb,Ryley Jacks,Titans,,,,Knights vs Titans,2019
21,59:35,Penalty - Ball Strip,Tanah Boyd,Titans,,,,Knights vs Titans,2019
22,58:54,Penalty - Offside inside 10m,Michael Gordon,Titans,,,,Knights vs Titans,2019
23,58:39,Error,Phillip Sami,Titans,,,,Knights vs Titans,2019
24,58:38,Interchange #5,,Titans,                   Bryce Cartwright,                   Jarrod Wallace,,Knights vs Titans,2019
25,57:50,Error,Ryley Jacks,Titans,,,,Knights vs Titans,2019
26,57:00,Penalty - Late Tackle,Mitchell Barnett,Knights,,,,Knights vs Titans,2019
27,55:13,Kick Bomb,Ryley Jacks,Titans,,,,Knights vs Titans,2019
28,53:51,Penalty - Hand in the Ruck,Mason Lino,Knights,,,,Knights vs Titans,2019
29,53:40,Kick Bomb,Mitchell Pearce,Knights,,,,Knights vs Titans,2019
30,52:28,Conversion-Made,Mason Lino,Knights,,,34-4,Knights vs Titans,2019
31,50:57,Try,Sione Mata'utia,Knights,,,32-4,Knights vs Titans,2019
32,50:56,Linebreak,Sione Mata'utia,Knights,,,,Knights vs Titans,2019
33,49:57,Line Dropout,Jai Arrow,Titans,,,,Knights vs Titans,2019
34,49:42,Interchange #4,,Knights,                   Jacob Saifiti,                   David Klemmer,,Knights vs Titans,2019
35,49:39,Interchange #4,,Titans,                   Tanah Boyd,                   Kallum Watkins,,Knights vs Titans,2019
36,49:31,Interchange #3,,Titans,                   Alexander Brimson,                   Jai Whitbread,,Knights vs Titans,2019
37,47:42,Error,Michael Gordon,Titans,,,,Knights vs Titans,2019
38,47:37,Kick Bomb,Mitchell Pearce,Knights,,,,Knights vs Titans,2019
39,46:41,Conversion-Missed,Mason Lino,Knights,,,,Knights vs Titans,2019
40,45:10,Try,Bradman Best,Knights,,,28-4,Knights vs Titans,2019
41,45:09,Linebreak,Bradman Best,Knights,,,,Knights vs Titans,2019
42,44:24,Line Dropout,Jai Arrow,Titans,,,,Knights vs Titans,2019
43,40:56,40/20 Kick,Ryley Jacks,Titans,,,,Knights vs Titans,2019
44,39:07,Error,Hymel Hunt,Knights,,,,Knights vs Titans,2019
45,38:23,Conversion-Made,Mason Lino,Knights,,,24-4,Knights vs Titans,2019
46,37:47,Interchange #2,,Titans,                   Jarrod Wallace,                   Moeaki Fotuaika,,Knights vs Titans,2019
