,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,42%,21:33,136,"1,299",403,2,17,46.4,133,3.37s,11,354,202,13,19,355,0,89%,1,8,89.2%,355,27,0,16,11,7,8,4,71%,20/28,Titans vs Bulldogs,Titans,2017
1,58%,29:45,207,"1,773",524,6,27,49.3,102,3.45s,13,422,232,18,16,387,2,38%,0,6,88.6%,242,17,1,14,5,2,8,0,86%,31/36,Titans vs Bulldogs,Bulldogs,2017
