,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,24:44,161,"1,338",406,1,22,37.2,158,12,361,175,15,24,760,0,95%,3,3,88.5%,317,30,11,5,81%,29/36,Cowboys vs Sea Eagles,Cowboys,2013
1,51%,25:44,168,"1,657",507,6,30,39.5,305,10,406,220,23,23,762,1,89%,4,1,89.3%,325,22,17,4,83%,35/42,Cowboys vs Sea Eagles,Sea Eagles,2013
