,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,26:28,180,"1,658",533,3,30,38.6,208,9,424,223,12,26,638,1,91%,2,6,88.3%,371,34,2,15,5,0,84%,36/43,Broncos vs Sharks,Broncos,2013
1,53%,29:51,175,"1,718",525,3,34,44.1,323,10,419,210,10,29,703,2,92%,6,5,89.4%,337,30,0,10,6,1,77%,30/39,Broncos vs Sharks,Sharks,2013
