,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,28:32,185,"1,563",447,4,41,42.3,148,3.72s,18,415,229,9,21,621,1,75%,2,8,90%,289,16,0,16,5,2,8,84%,31/37,Dragons vs Sharks,Dragons,2016
1,46%,24:18,161,"1,625",446,4,16,52.4,225,3.43s,13,372,199,10,24,490,2,60%,7,7,82.9%,324,41,1,26,7,5,7,81%,25/31,Dragons vs Sharks,Sharks,2016
