,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,31:13,192,"1,653",593,3,28,43.5,236,3.85s,12,449,248,7,26,637,4,44%,5,5,92.1%,325,20,8,6,4,8,1,89%,34/38,Eels vs Knights,Eels,2019
1,43%,23:32,141,"1,192",460,0,20,39.8,170,3.42s,4,342,185,2,20,657,1,50%,3,2,88.6%,395,28,23,8,8,8,2,80%,24/30,Eels vs Knights,Knights,2019
